COD,REF,Regiao,Estado,Area_Estudo,Referencia,Longitude,Latitude,n_amostral,Especie,Nome comum,ID,Ano_Coleta,Forma_Coleta,Sexo,Maturidade,"Estagio
Desenvolvimento",Idade,Idade_Mean,Idade_Median,Idade_SD,Idade_Min,Idade_Max,Comp_cm,Comp_Mean,Comp_Median,Comp_SD,Comp_Min,Comp_Max,Peso_Kg,Tecido,Lipidios_%,Lipidios_Mean,Lipidios_Median,Lipidios_SD,Lipidios_Min,Lipidios_Max,∑PCBs_ng/g,∑PCBs_Mean,∑PCBs_Median,∑PCBs_SD,∑PCBs_Min,∑PCBs_Max,∑DDTs_ng/g,∑DDTs_Mean,∑DDTs_Median,∑DDTs_SD,∑DDTs_Min,∑DDTs_Max,Drins_ng/g,Drins_Mean,Drins_Median,Drins_SD,Drins_Min,Drins_Max,CHLs_ng/g,CHLs_Mean,CHLs_Median,CHLs_SD,CHLs_Min,CHLs_Max,Heptacloro_ng/g,Heptacloro_Mean,Heptacloro_Median,Heptacloro_SD,Heptacloro_Min,Heptacloro_Max,∑HCH_ng/g,∑HCH_Mean,∑HCH_Median,∑HCH_SD,∑HCH_Min,∑HCH_Max,HCB_ng/g,HCB_Mean,HCB_Median,HCB_SD,HCB_Min.,HCB_Max,Mirex_ng/g,Mirex_Mean,Mirex_Median,Mirex_SD,Mirex_Min,Mirex_Max,Obs
A210,POP14,SE,RJ,Cabo Frio- RJ,Lavandier et al. 2015,42.016488W,22.904917 S,1,Sotalia guianensis,Guiana Dolphin,SG 03,2003/12,Captura incidental/encalhe,M,NA,Juvenil,NA,NA,NA,NA,NA,NA,183,NA,NA,NA,NA,NA,NA,Liver,NA,NA,NA,NA,NA,NA,9390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A211,POP14,SE,RJ,Rio das Ostras- RJ,Lavandier et al. 2015,41.958096W,22.542856S,1,Sotalia guianensis,Guiana Dolphin,SG 04,2003/12,Captura incidental/encalhe,M,NA,Adulto,NA,NA,NA,NA,NA,NA,188,NA,NA,NA,NA,NA,NA,Liver,NA,NA,NA,NA,NA,NA,5640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A212,POP14,SE,RJ,São Francisco do Itabapoana- RJ,Lavandier et al. 2015,41.067632W,21.523454S,1,Sotalia guianensis,Guiana Dolphin,SG 05,2003/12,Captura incidental/encalhe,F,NA,Adulto,NA,NA,NA,NA,NA,NA,201,NA,NA,NA,NA,NA,NA,Liver,NA,NA,NA,NA,NA,NA,26300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A213,POP14,SE,RJ,São Francisco do Itabapoana- RJ,Lavandier et al. 2015,41.067632W,21.523454S,1,Sotalia guianensis,Guiana Dolphin,SG 06,2003/12,Captura incidental/encalhe,F,NA,Adulto,NA,NA,NA,NA,NA,NA,182,NA,NA,NA,NA,NA,NA,Liver,NA,NA,NA,NA,NA,NA,11400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A214,POP14,SE,RJ,São João da Barra- RJ,Lavandier et al. 2015,41.015141W,21.665837S,1,Sotalia guianensis,Guiana Dolphin,SG 07,2003/12,Captura incidental/encalhe,F,NA,Adulto,NA,NA,NA,NA,NA,NA,186,NA,NA,NA,NA,NA,NA,Liver,NA,NA,NA,NA,NA,NA,1520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A215,POP14,SE,RJ,Quissamã- RJ,Lavandier et al. 2015,41.397686W,22.193700S,1,Sotalia guianensis,Guiana Dolphin,SG 08,2003/12,Captura incidental/encalhe,M,NA,Juvenil,NA,NA,NA,NA,NA,NA,145,NA,NA,NA,NA,NA,NA,Liver,NA,NA,NA,NA,NA,NA,5720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A216,POP14,SE,RJ,Rio de Janeiro,Lavandier et al. 2015,NA,NA,8,Sotalia guianensis,Guiana Dolphin,NA,2003/12,Captura incidental/encalhe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liver,NA,NA,NA,NA,8.48,20.7,NA,9410,NA,7020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A217,POP14,SE,RJ,Búzios- RJ,Lavandier et al. 2015,41.932227W,22.759618S,1,Steno bredanensis,Rough-toothed dolphin,SB 01,2003/12,Captura incidental/encalhe,F,NA,Adulto,NA,NA,NA,NA,NA,NA,267,NA,NA,NA,NA,NA,NA,Muscle,NA,NA,NA,NA,NA,NA,19500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A218,POP14,SE,RJ,Cabo Frio- RJ,Lavandier et al. 2015,42.016488W,22.904917 S,1,Steno bredanensis,Rough-toothed dolphin,SB 02,2003/12,Captura incidental/encalhe,M,NA,Adulto,NA,NA,NA,NA,NA,NA,260,NA,NA,NA,NA,NA,NA,Muscle,NA,NA,NA,NA,NA,NA,174700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A219,POP14,SE,RJ,Cabo Frio- RJ,Lavandier et al. 2015,42.016488W,22.904917 S,1,Steno bredanensis,Rough-toothed dolphin,SB 03,2003/12,Captura incidental/encalhe,F,NA,Adulto,NA,NA,NA,NA,NA,NA,260,NA,NA,NA,NA,NA,NA,Muscle,NA,NA,NA,NA,NA,NA,152600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A220,POP14,SE,RJ,Cabo Frio- RJ,Lavandier et al. 2015,42.016488W,22.904917 S,1,Steno bredanensis,Rough-toothed dolphin,SB 04,2003/12,Captura incidental/encalhe,F,NA,Adulto,NA,NA,NA,NA,NA,NA,280,NA,NA,NA,NA,NA,NA,Muscle,NA,NA,NA,NA,NA,NA,5550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A221,POP14,SE,RJ,Búzios- RJ,Lavandier et al. 2015,41.932227W,22.759618S,1,Steno bredanensis,Rough-toothed dolphin,SB 05,2003/12,Captura incidental/encalhe,F,NA,Adulto,NA,NA,NA,NA,NA,NA,264,NA,NA,NA,NA,NA,NA,Muscle,NA,NA,NA,NA,NA,NA,3630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A222,POP14,SE,RJ,Rio de Janeiro,Lavandier et al. 2015,NA,NA,5,Steno bredanensis,Rough-toothed dolphin,NA,2003/12,Captura incidental/encalhe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Muscle,NA,NA,NA,NA,2.18,7.44,NA,71200,NA,76000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A223,POP14,SE,RJ,Búzios- RJ,Lavandier et al. 2015,41.932227W,22.759618S,1,Steno bredanensis,Rough-toothed dolphin,SB 01,2003/12,Captura incidental/encalhe,F,NA,Adulto,NA,NA,NA,NA,NA,NA,267,NA,NA,NA,NA,NA,NA,Liver,NA,NA,NA,NA,NA,NA,17600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A224,POP14,SE,RJ,Cabo Frio- RJ,Lavandier et al. 2015,42.016488W,22.904917 S,1,Steno bredanensis,Rough-toothed dolphin,SB 02,2003/12,Captura incidental/encalhe,M,NA,Adulto,NA,NA,NA,NA,NA,NA,260,NA,NA,NA,NA,NA,NA,Liver,NA,NA,NA,NA,NA,NA,192200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A225,POP14,SE,RJ,Cabo Frio- RJ,Lavandier et al. 2015,42.016488W,22.904917 S,1,Steno bredanensis,Rough-toothed dolphin,SB 03,2003/12,Captura incidental/encalhe,F,NA,Adulto,NA,NA,NA,NA,NA,NA,260,NA,NA,NA,NA,NA,NA,Liver,NA,NA,NA,NA,NA,NA,353200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A226,POP14,SE,RJ,Cabo Frio- RJ,Lavandier et al. 2015,42.016488W,22.904917 S,1,Steno bredanensis,Rough-toothed dolphin,SB 04,2003/12,Captura incidental/encalhe,F,NA,Adulto,NA,NA,NA,NA,NA,NA,280,NA,NA,NA,NA,NA,NA,Liver,NA,NA,NA,NA,NA,NA,7830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A227,POP14,SE,RJ,Búzios- RJ,Lavandier et al. 2015,41.932227W,22.759618S,1,Steno bredanensis,Rough-toothed dolphin,SB 05,2003/12,Captura incidental/encalhe,F,NA,Adulto,NA,NA,NA,NA,NA,NA,264,NA,NA,NA,NA,NA,NA,Liver,NA,NA,NA,NA,NA,NA,28000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A228,POP14,SE,RJ,Rio de Janeiro,Lavandier et al. 2015,NA,NA,5,Steno bredanensis,Rough-toothed dolphin,NA,2003/12,Captura incidental/encalhe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liver,NA,NA,NA,NA,6.39,13.3,NA,119800,NA,134900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A229,POP15,SE,RJ,Rio de Janeiro,Lavandier et al. 2016,40.924458W,22.031179S,1,Pontoporia blainvillei,Franciscana Dolphin,PB 01,2011,Captura incidental,F,NA,Adulto,NA,NA,NA,NA,NA,NA,144,NA,NA,NA,NA,NA,NA,Liver,6.57,NA,NA,NA,NA,NA,9448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A230,POP15,SE,RJ,Rio de Janeiro,Lavandier et al. 2016,40.924458W,22.031179S,1,Pontoporia blainvillei,Franciscana Dolphin,PB 02,2012,Captura incidental,F,NA,Juvenil,NA,NA,NA,NA,NA,NA,125,NA,NA,NA,NA,NA,NA,Liver,5.37,NA,NA,NA,NA,NA,6107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A231,POP15,SE,RJ,Rio de Janeiro,Lavandier et al. 2016,40.924458W,22.031179S,1,Pontoporia blainvillei,Franciscana Dolphin,PB 03,2012,Encalhe,F,NA,Adulto,NA,NA,NA,NA,NA,NA,144,NA,NA,NA,NA,NA,NA,Liver,5.42,NA,NA,NA,NA,NA,8658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A232,POP15,SE,RJ,Rio de Janeiro,Lavandier et al. 2016,40.924458W,22.031179S,1,Pontoporia blainvillei,Franciscana Dolphin,PB 04,2012,Captura incidental,M,NA,Juvenil,NA,NA,NA,NA,NA,NA,136,NA,NA,NA,NA,NA,NA,Liver,10.38,NA,NA,NA,NA,NA,26199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A233,POP15,SE,RJ,Rio de Janeiro,Lavandier et al. 2016,40.924458W,22.031179S,1,Pontoporia blainvillei,Franciscana Dolphin,PB 05,2012,Encalhe,M,NA,Juvenil,NA,NA,NA,NA,NA,NA,122,NA,NA,NA,NA,NA,NA,Liver,8.37,NA,NA,NA,NA,NA,19136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A234,POP15,SE,RJ,Rio de Janeiro,Lavandier et al. 2016,40.924458W,22.031179S,1,Pontoporia blainvillei,Franciscana Dolphin,PB 06,2012,Captura incidental,F,NA,Juvenil,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA,NA,Liver,5.60,NA,NA,NA,NA,NA,9336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A235,POP15,SE,RJ,Rio de Janeiro,Lavandier et al. 2016,40.924458W,22.031179S,1,Pontoporia blainvillei,Franciscana Dolphin,PB 07,2012,Encalhe,M,NA,Juvenil,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,NA,NA,NA,Liver,5.49,NA,NA,NA,NA,NA,12422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A236,POP15,SE,RJ,Rio de Janeiro,Lavandier et al. 2016,40.924458W,22.031179S,1,Pontoporia blainvillei,Franciscana Dolphin,PB 08,2012,Captura incidental,F,NA,Juvenil,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,Liver,7.02,NA,NA,NA,NA,NA,9618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A237,POP15,SE,RJ,Rio de Janeiro,Lavandier et al. 2016,40.924458W,22.031179S,1,Pontoporia blainvillei,Franciscana Dolphin,PB 09,2012,Captura incidental,M,NA,Juvenil,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,Liver,6.35,NA,NA,NA,NA,NA,8198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A238,POP15,SE,RJ,Rio de Janeiro,Lavandier et al. 2016,40.924458W,22.031179S,9,Pontoporia blainvillei,Franciscana Dolphin,NA,2011/2012,Captura incidental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,NA,15.48,NA,NA,NA,Liver,NA,6.62,NA,1.42,NA,NA,NA,12125,NA,6444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A239,POP16,SE/S,SC/PR/SP,Santa Catarina/Paraná/São Paulo,Méndez-Fernández et al. 2016,NA,24/26'S,1,Stenella frontalis,Atlantic spotted dolphin,PA-165,2005,Captura incidental,F,NA,NA,7,NA,NA,NA,NA,NA,184,NA,NA,NA,NA,NA,NA,Blubber,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Expessura da gordura (cm) = 1.5
A240,POP16,SE/S,SC/PR/SP,Santa Catarina/Paraná/São Paulo,Méndez-Fernández et al. 2016,NA,24/26'S,1,Stenella frontalis,Atlantic spotted dolphin,PA-198,2005,Captura incidental,F,NA,NA,0,NA,NA,NA,NA,NA,147,NA,NA,NA,NA,NA,NA,Blubber,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Expessura da gordura (cm) = 1.5
A241,POP16,SE/S,SC/PR/SP,Santa Catarina/Paraná/São Paulo,Méndez-Fernández et al. 2016,NA,24/26'S,1,Stenella frontalis,Atlantic spotted dolphin,PA-199,2005,Captura incidental,M,NA,NA,0,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,Blubber,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Expessura da gordura (cm) = 0.79
A242,POP16,SE/S,SC/PR/SP,Santa Catarina/Paraná/São Paulo,Méndez-Fernández et al. 2016,NA,24/26'S,1,Stenella frontalis,Atlantic spotted dolphin,PA-205,2006,Captura incidental,M,NA,NA,1,NA,NA,NA,NA,NA,158,NA,NA,NA,NA,NA,NA,Blubber,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Expessura da gordura (cm) = 1.25
A243,POP16,SE/S,SC/PR/SP,Santa Catarina/Paraná/São Paulo,Méndez-Fernández et al. 2016,NA,24/26'S,1,Stenella frontalis,Atlantic spotted dolphin,PA-209,2006,Captura incidental,F,NA,NA,2,NA,NA,NA,NA,NA,147,NA,NA,NA,NA,NA,NA,Blubber,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Expessura da gordura (cm) = 0.96
A244,POP16,SE/S,SC/PR/SP,Santa Catarina/Paraná/São Paulo,Méndez-Fernández et al. 2016,NA,24/26'S,1,Stenella frontalis,Atlantic spotted dolphin,PA-249,2007,Captura incidental,F,NA,NA,3,NA,NA,NA,NA,NA,153,NA,NA,NA,NA,NA,NA,Blubber,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Expessura da gordura (cm) = 0.9
A245,POP16,SE/S,SC/PR/SP,Santa Catarina/Paraná/São Paulo,Méndez-Fernández et al. 2016,NA,24/26'S,1,Stenella frontalis,Atlantic spotted dolphin,PA-254, ND,Captura incidental,M,NA,NA,ND,NA,NA,NA,NA,NA,192,NA,NA,NA,NA,NA,NA,Blubber,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Expessura da gordura (cm) = 0.73
A246,POP16,SE/S,SC/PR/SP,Santa Catarina/Paraná/São Paulo,Méndez-Fernández et al. 2016,NA,24/26'S,1,Stenella frontalis,Atlantic spotted dolphin,PA-264,2007,Captura incidental,M,NA,NA,7,NA,NA,NA,NA,NA,175.5,NA,NA,NA,NA,NA,NA,Blubber,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Expessura da gordura (cm) = 1.13
A247,POP16,SE/S,SC/PR/SP,Santa Catarina/Paraná/São Paulo,Méndez-Fernández et al. 2016,NA,24/26'S,1,Stenella frontalis,Atlantic spotted dolphin,PA-360,2014,Captura incidental,F,NA,NA,ND,NA,NA,NA,NA,NA,156,NA,NA,NA,NA,NA,NA,Blubber,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Expessura da gordura (cm) = 0.75
A248,POP16,SE/S,SC/PR/SP,Santa Catarina/Paraná/São Paulo,Méndez-Fernández et al. 2016,NA,24/26'S,1,Stenella frontalis,Atlantic spotted dolphin,PA-365,2014,Captura incidental,F,NA,NA,ND,NA,NA,NA,NA,NA,168,NA,NA,NA,NA,NA,NA,Blubber,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Expessura da gordura (cm) = 0.87
A249,POP16,SE/S,SC/PR/SP,Santa Catarina/Paraná/São Paulo,Méndez-Fernández et al. 2016,NA,24/26'S,10,Stenella frontalis,Atlantic spotted dolphin,NA,2005/14,Captura incidental,F/M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blubber,NA,64.7,NA,NA,NA,NA,NA,36700,NA,67200,NA,NA,NA,12300,NA,23100,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,150,NA,NA,NA,84,NA,150,NA,NA,NA,970,NA,2200,NA,NA,FULL
A250,POP16,SE/S,SC/PR/SP,Santa Catarina/Paraná/São Paulo,Méndez-Fernández et al. 2016,NA,24/26'S,6,Stenella frontalis,Atlantic spotted dolphin,NA,2005/14,Captura incidental,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blubber,NA,61.5,NA,NA,NA,NA,NA,48600,NA,87200,NA,NA,NA,15800,NA,30100,NA,NA,NA,NA,NA,NA,NA,NA,NA,<1,NA,ND,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,190,NA,NA,NA,101,NA,"9
190",NA,NA,NA,1400,NA,2880,NA,NA,FULL
A251,POP16,SE/S,SC/PR/SP,Santa Catarina/Paraná/São Paulo,Méndez-Fernández et al. 2016,NA,24/26'S,4,Stenella frontalis,Atlantic spotted dolphin,NA,2005/14,Captura incidental,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blubber,NA,71.3,NA,NA,NA,NA,NA,18800,NA,12600,NA,NA,NA,6830,NA,4980,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,67,NA,NA,NA,57,NA,65,NA,NA,NA,320,NA,200,NA,NA,FULL
